"week_ending","location","region","avg_price_nonorg","total_nonorg_units","total_nonorg_bag_units","total_org_units","total_org_bag_units","plu4046","plu4225","plu4770","small_nonorg_bag","large_nonorg_bag","xlarge_nonorg_bag","avg_price_org","plu94046","plu94225","plu94770","small_org_bag","large_org_bag","xlarge_org_bag","bulk_nonorg_gtin","bulk_org_gtin"
2019-03-24,"Indianapolis","Great Lakes",0.85,287819.59,163444.93,6064.69,4662.14,55151.48,63686.74,5536.44,138551.52,24845.52,47.89,1.25,290.14,1112.41,0,3323.98,1338.16,0,NA,NA
2019-03-24,"Jacksonville","Southeast",1.08,247696.73,144491.4,3569.9,3296.67,94536.73,7666.64,1001.96,57232.12,87259.28,0,1.22,87.97,185.26,0,3296.67,0,0,NA,NA
2019-03-24,"Las Vegas","West",0.95,426823.54,224630.12,12766.28,8987.97,90030.94,102811.29,9351.19,111693.86,112929.59,6.67,1.54,1442.36,2335.95,0,8949.21,38.76,0,NA,NA
2019-03-24,"Los Angeles","California",1,3292570.45,1737106.21,105379.74,62662.4,995617.28,437175.5,122671.46,1486032.38,96585.56,154488.27,1.47,18174.24,24543.1,0,62289.27,373.13,0,NA,NA
2019-03-24,"Louisville","Midsouth",1.04,127614.65,82579.25,3020.51,2041.64,26051.53,18731.61,252.26,42755.07,38295.29,1528.89,1.38,4,974.87,0,1653.71,387.93,0,NA,NA
2019-03-24,"Miami/Ft. Lauderdale",NA,1.07,1021256.08,513356.17,11002.79,9896.67,463555.38,39545.9,4798.63,167339.36,345990.14,26.67,1.15,1094.78,11.34,0,9896.67,0,0,NA,NA
2019-03-24,"Nashville","Midsouth",0.89,291150.42,161799.84,6947.19,5390.01,120146.21,8668.93,535.44,108017.62,53772.93,9.29,1.24,170.93,1386.25,0,4195.09,1194.92,0,NA,NA
2019-03-24,"New Orleans/Mobile","South Central",0.93,376785.69,166071.01,1599.66,1104.46,186119.26,17454.79,7140.63,122823.66,40277.35,2970,1.24,488.46,6.74,0,1087.79,16.67,0,NA,NA
2019-03-24,"New York","Northeast",1.27,2650324.93,662572.96,87643.58,54406.79,58899.33,1898912.96,29939.68,528979.58,133589.35,4.03,1.76,18003.16,14765.95,467.68,52068.39,2338.4,0,NA,NA
2019-03-24,"Northern New England","Northeast",1.19,595706.62,54321.39,41441.18,35985.77,12574.35,528433.9,376.98,31063.53,23173.42,84.44,1.16,4,5451.41,0,29384.57,6601.2,0,NA,NA
2019-03-24,"Orlando","Southeast",1.05,559316.92,282689.82,8588.96,8493.33,255261.02,17017.71,4348.37,130012.9,152673.59,3.33,1.17,95.63,0,0,8493.33,0,0,NA,NA
2019-03-24,"Philadelphia","Northeast",1.16,763092.04,237177.34,30335.27,24488.71,42615.52,480170.26,3128.92,186624.17,50549.84,3.33,1.42,2741.28,3105.28,0,23883.96,604.75,0,NA,NA
2019-03-24,"Phoenix/Tucson","West",0.71,1591387.48,551466.52,20843.18,13858.75,736819.18,281673.35,21428.43,246661.17,304792.02,13.33,1.46,2494.54,4489.89,0,13592.09,266.66,0,NA,NA
2019-03-24,"Pittsburgh","Northeast",0.91,189950.27,106064.77,9956.32,8784.02,53794.32,27347.42,2743.76,52913.82,53150.95,0,1.42,1167.02,5.28,0,8784.02,0,0,NA,NA
2019-03-24,"Portland","West",1,854610.82,389778.09,47296.61,32515.39,74986.58,363878.5,25967.65,84412.3,298645.47,6720.32,1.37,638.32,14142.9,0,1538.58,30976.81,0,NA,NA
2019-03-24,"Raleigh/Greensboro","Midsouth",1,425862.3,163082.46,18198.69,12588.34,188704.52,65595.47,8479.85,148287.53,14778.26,16.67,1.71,138.35,5428.3,43.7,11912.79,675.55,0,NA,NA
2019-03-24,"Richmond/Norfolk","Midsouth",1,318495.25,147724.1,15696.74,12589.11,87234.81,81232.92,2303.42,111016.6,36530.47,177.03,1.46,77.51,3006.3,23.82,10952.76,1636.35,0,NA,NA
2019-03-24,"Roanoke","Midsouth",0.94,216412.93,106639.76,8531.07,7042.91,69511.46,39944.92,316.79,68738.35,36671.41,1230,1.38,18.6,1469.56,0,5464.12,1578.79,0,NA,NA
2019-03-24,"Sacramento","California",1.1,544019.02,97915.8,18637.78,4464.27,147638.65,295368.79,3095.78,82289.07,2768.96,12857.77,1.44,7020.04,7153.47,0,4464.27,0,0,NA,NA
2019-03-24,"San Diego","California",1.08,580227.15,266076.39,19710.63,7561.1,120817.06,173702.87,19630.83,230812.26,35252.22,11.91,1.59,2988.62,9160.91,0,7534.86,26.24,0,NA,NA
2019-03-24,"San Francisco","California",1.1,1054477.89,132148.67,40760.28,17807.44,217086.31,695348.58,9894.33,114608.4,5196.48,12343.79,1.88,13013.87,9938.97,0,17807.44,0,0,NA,NA
2019-03-24,"Seattle","West",1.22,637460.77,341834.33,127642.75,93360.63,106363.13,187769.9,1493.41,86739.89,249444.42,5650.02,1.23,1081.19,33200.93,0,16105.55,77238.98,16.1,NA,NA
2019-03-24,"South Carolina","Midsouth",1.07,476740.53,182652.35,23072.93,18443.19,244807.3,46042.81,3238.07,142168.09,40097.6,386.66,1.29,255.95,4336.57,37.22,16733.06,1710.13,0,NA,NA
2019-03-24,"Spokane","West",1.12,112777.09,56957.4,5062.73,2914.93,25113.12,30604.5,102.07,12484.82,41375.13,3097.45,1.69,115.45,2032.35,0,601.1,2313.83,0,NA,NA
2019-03-24,"St. Louis","Plains",1.07,211280.68,106597.01,13872.32,4738.53,93923.75,10067.04,692.88,61860.3,44730.04,6.67,1.65,7013.4,2120.39,0,2263.33,2475.2,0,NA,NA
2019-03-24,"Syracuse","Northeast",1.21,111779.72,38741.86,6314.12,6016.29,4815.82,68090.04,132,18802.16,19910.81,28.89,1.25,114.88,182.95,0,3558.13,2458.16,0,NA,NA
2019-03-24,"Tampa","Southeast",1.05,598498.24,305233.52,7050.33,6902.21,269664.61,20935.48,2664.63,141231.28,163998.91,3.33,1.2,148.12,0,0,6902.21,0,0,NA,NA
2019-03-24,"West Tex/New Mexico","West",0.81,963929.35,311501.88,36234.87,17995.92,499997.8,100651.66,51778.01,219972.14,91509.74,20,1.42,1524.69,7303.46,9410.8,16891.84,1104.08,0,NA,NA
2019-03-31,"Albany","Northeast",1.25,114676.3,19727.06,3091.79,2586.42,3913.21,90802.73,233.3,11886.62,7837.11,3.33,1.57,35.83,469.54,0,2586.42,0,0,NA,NA
2019-03-31,"Atlanta","Southeast",0.96,748668.25,372365.15,19111.22,15334.05,340550.91,33019.8,2732.39,289928.56,72499.88,9936.71,1.53,109.35,3667.82,0,7466.03,7868.02,0,NA,NA
2019-03-31,"Baltimore/Washington","Midsouth",1.18,1046070.36,491445.23,47676.14,42283.79,107841.26,437757.38,9026.49,277121.24,214270.66,53.33,1.42,791.53,4580.9,19.92,41081.45,1202.34,0,NA,NA
2019-03-31,"Boise","West",1.23,104652.1,41728.76,4203.5,2700.68,44094.35,5275.51,13553.48,16087.8,25186.48,454.48,1.56,0,1502.82,0,1210,1490.68,0,NA,NA
2019-03-31,"Boston","Northeast",1.39,722354.83,172828.75,32058.57,30002.19,9720.44,537391.17,2414.47,128376.9,44448.52,3.33,1.4,46.84,2007.73,1.81,13305.97,16696.22,0,NA,NA
2019-03-31,"Buffalo/Rochester","Northeast",1.09,204288.05,112306.65,13007.61,12303.7,8568.21,83198.74,214.45,48514.93,63781.72,10,1.21,431.73,272.18,0,2716.64,9587.06,0,NA,NA
2019-03-31,"Charlotte","Midsouth",1.07,325507.73,131312.13,14208.64,9266.76,132830.45,54176.46,7188.69,120580.63,10721.5,10,1.85,57.91,4829.98,53.99,9266.76,0,0,NA,NA
2019-03-31,"Chicago","Great Lakes",1.12,710626.73,196306.13,43257.45,32839.34,134825.97,351532.94,27961.69,115912.3,80347,46.83,1.55,511.79,9906.32,0,32839.34,0,0,NA,NA
2019-03-31,"Cincinnati/Dayton","Great Lakes",0.83,321141.97,218608.98,15858.8,12762.86,62971.55,26458.64,13102.8,186863.25,23801,7944.73,1.24,131.98,2963.96,0,1948.57,10814.29,0,NA,NA
2019-03-31,"Columbus","Great Lakes",0.89,237018.09,144477.57,9984.13,7960.7,62750.35,26479.82,3310.35,117625.22,25784.45,1067.9,1.33,373.6,1649.83,0,3326.96,4633.74,0,NA,NA
2019-03-31,"Dallas/Ft. Worth","South Central",0.68,1826843.91,714440.78,38129.99,27772.13,783556.61,303643.53,25202.99,440247.42,273955.59,237.77,1.19,8596.99,1467.63,293.24,19172.13,8600,0,NA,NA
2019-03-31,"Denver","West",1.16,847611.68,495359.57,28277.42,20598.03,197535.47,132023.46,22693.18,183527.02,311139.91,692.64,1.3,5681.79,1997.6,0,20573.43,24.6,0,NA,NA
2019-03-31,"Detroit","Great Lakes",1,481550.18,252852.87,13360.31,9736.83,127966.12,53855.33,46875.86,218331.04,31696.09,2825.74,1.26,340.71,3256.84,0,6589.01,3147.82,0,NA,NA
2019-03-31,"Grand Rapids","Great Lakes",1.5,165538.9,43884.38,12453.43,8352.16,5400.19,70774.89,45479.44,31690.75,4287.87,7905.76,1.26,73.69,4027.58,0,8325.42,26.74,0,NA,NA
2019-03-31,"Harrisburg/Scranton","Northeast",1.04,366482.43,125622.36,18490.71,17606.96,65338.03,175061.6,460.44,112887.92,12734.44,0,1.31,574.69,309.06,0,16944.11,662.85,0,NA,NA
2019-03-31,"Hartford/Springfield","Northeast",1.39,360689.78,84409.71,14309.52,6377.6,5746.66,269800.47,732.94,70852.2,13550.84,6.67,1.88,529.75,7400.79,1.38,6356.1,21.5,0,NA,NA
2019-03-31,"Houston","South Central",0.7,1726708.04,813462.95,29271.27,20874.28,640177.99,120039.11,153027.99,206270.32,607175.97,16.66,1.24,8274.28,122.71,0,20810.95,63.33,0,NA,NA
2019-03-31,"Indianapolis","Great Lakes",0.9,242135.82,128227.77,6437.38,5144.8,47064.09,61354.62,5489.34,102513.4,23877.97,1836.4,1.42,143.08,1149.5,0,2186.81,2957.99,0,NA,NA
2019-03-31,"Jacksonville","Southeast",0.96,305377.08,175101.31,3186.15,2930,119410.56,9907.48,957.73,43344.7,131749.94,6.67,1.32,65.37,190.78,0,2930,0,0,NA,NA
2019-03-31,"Las Vegas","West",0.82,498060.53,276131.12,12993.54,9251.72,86571.01,126196.31,9162.09,102158.88,173960.75,11.49,1.33,1294.11,2447.71,0,9230.55,21.17,0,NA,NA
2019-03-31,"Los Angeles","California",1.06,3153338.4,1550291.83,112189.74,67513.78,1005279.36,493839.4,103927.81,1386820.87,73456.16,90014.8,1.63,15302.23,29373.73,0,66694.91,818.87,0,NA,NA
2019-03-31,"Louisville","Midsouth",1.05,122017.71,77801.84,3564.5,2568.52,25371.31,18628.56,216,43976.21,32914.25,911.38,1.52,13.66,982.32,0,1493.61,1074.91,0,NA,NA
2019-03-31,"Miami/Ft. Lauderdale",NA,0.93,1292756.05,712107.69,10161.22,8906.67,526957.87,49060.6,4629.89,292057.84,420033.18,16.67,1.19,1252.55,2,0,8906.67,0,0,NA,NA
2019-03-31,"Nashville","Midsouth",0.89,301591.86,160033.69,4989.07,3476.53,132394.06,8576.75,587.36,115983.15,44020.84,29.7,1.62,89.64,1422.9,0,1606.96,1869.57,0,NA,NA
2019-03-31,"New Orleans/Mobile","South Central",0.9,381221.11,156920.89,2244.48,991.11,202975.69,19333.97,1990.56,93156.03,59774.86,3990,1.02,1253.37,0,0,991.11,0,0,NA,NA
2019-03-31,"New York","Northeast",1.28,1849885.73,763712.78,119194.66,57629.38,54200.45,1018704.55,13267.95,591110.49,172595.63,6.66,1.5,36876.4,24329.54,359.34,55182.22,2447.16,0,NA,NA
2019-03-31,"Northern New England","Northeast",1.27,491985.92,60687.25,32801.97,27535.1,8572.65,422406.17,319.85,32124.53,28558.28,4.44,1.32,3,5263.87,0,20332.94,7202.16,0,NA,NA
2019-03-31,"Orlando","Southeast",0.92,673468.63,303757.54,8313.93,8207.77,342685.07,22839.02,4187,112939.99,190804.22,13.33,1.24,104.16,2,0,8207.77,0,0,NA,NA
2019-03-31,"Philadelphia","Northeast",1.18,557094.3,237386.18,32109.95,22279.88,37549.58,280097.65,2060.89,188718.16,48658.02,10,1.36,5299.23,4530.84,0,21100.13,1179.75,0,NA,NA
2019-03-31,"Phoenix/Tucson","West",0.67,1680223.25,646829.85,18277.48,11473.53,681943.7,331678.27,19771.43,195381.82,451414.36,33.67,1.36,2129.14,4674.81,0,11428.67,44.86,0,NA,NA
2019-03-31,"Pittsburgh","Northeast",0.91,186453.93,101131.04,9744.4,8733.36,56116.36,26343.52,2863.01,42511.85,58619.19,0,1.45,1007.39,3.65,0,8733.36,0,0,NA,NA
2019-03-31,"Portland","West",1.16,633039.81,345210.13,39889.61,26602.39,75631.69,181867.69,30330.3,193031.84,148932.48,3245.81,1.63,888.38,12398.84,0,2597.96,24004.43,0,NA,NA
2019-03-31,"Raleigh/Greensboro","Midsouth",1.03,421986.26,167379.98,14677.15,9306.35,181175.58,64558.71,8871.99,151028.5,16351.48,0,2.27,88.38,5228.74,53.68,9250.87,55.48,0,NA,NA
2019-03-31,"Richmond/Norfolk","Midsouth",1,325616.55,148927.15,14890.06,12002.49,89468.48,84912.2,2308.72,113948.84,34958.31,20,1.47,23.22,2825.89,38.46,9356.21,2646.28,0,NA,NA
2019-03-31,"Roanoke","Midsouth",0.97,202186.87,104268.63,9160.55,7563.44,57951.7,39801.97,164.57,69740.73,33704.57,823.33,1.57,33,1564.11,0,4007.93,3555.51,0,NA,NA
2019-03-31,"Sacramento","California",1.16,551115.82,96983.97,13793.51,7662.27,119021.85,331903.73,3206.27,84282.89,6426.67,6274.41,1.54,2843.16,3288.08,0,7662.27,0,0,NA,NA
2019-03-31,"San Diego","California",1.11,577460.64,236363.55,19300.16,5645.91,113638.39,209784.03,17674.67,214768.22,21567.21,28.12,1.77,4062.11,9592.14,0,5592.49,53.42,0,NA,NA
2019-03-31,"San Francisco","California",1.38,862363.11,148325.95,36024.28,16229.17,147950.26,556742.9,9344,138903.48,4712.16,4710.31,1.93,11862.63,7932.48,0,16229.17,0,0,NA,NA
2019-03-31,"Seattle","West",1.38,511856.14,249093.36,119913.3,85470.15,104082.28,157390.37,1290.13,109677,137760.36,1656,1.27,1456.39,32964.29,22.47,12967.99,72499.22,2.94,NA,NA
2019-03-31,"South Carolina","Midsouth",1.02,537028.48,211285.88,22569.01,17720.03,274431.14,47725.5,3585.96,160633.05,47470.04,3182.79,1.43,46.64,4768.65,33.69,15893.14,1826.89,0,NA,NA
2019-03-31,"Spokane","West",1.24,92239.63,43204.46,6713.98,3505.42,25252.1,23676.42,106.65,19937.93,22790.71,475.82,1.75,207.43,3001.13,0,1494.86,2010.56,0,NA,NA
2019-03-31,"St. Louis","Plains",1,245577.32,117978.45,6795.8,3030.81,118120.06,8609.33,869.48,60301.99,57673.13,3.33,2.18,1743.6,2021.39,0,2769.57,261.24,0,NA,NA
2019-03-31,"Syracuse","Northeast",1.14,93538.93,40996.31,5105.34,4786.67,4160.13,48216.53,165.96,17830.37,23155.94,10,1.22,133.73,184.94,0,2131.05,2655.62,0,NA,NA
2019-03-31,"Tampa","Southeast",0.93,742664.89,366804.98,7955.35,7807.77,345716.72,27811.98,2331.21,107858.09,258923.56,23.33,1.25,147.58,0,0,7807.77,0,0,NA,NA
2019-03-31,"West Tex/New Mexico","West",0.8,1061296.06,372544.09,21150.06,15247.68,442902.1,146229.46,99620.41,228560.18,143883.91,100,1.48,1138.88,3754.57,1008.93,14421.75,825.93,0,NA,NA
2019-04-07,"Albany","Northeast",1.21,170158.95,14821.62,3191.14,2494.19,5193.29,149841.39,302.65,9030.87,5787.42,3.33,1.57,114.92,582.03,0,2494.19,0,0,NA,NA
2019-04-07,"Atlanta","Southeast",0.95,779696.47,421137.16,16591.33,12447.63,327482.87,27920.36,3156.08,331119.81,80696.4,9320.95,1.42,112.23,4031.47,0,7270.93,5176.7,0,NA,NA
2019-04-07,"Baltimore/Washington","Midsouth",1.28,1013932.91,432991,51213.07,44450.97,110075.87,461314.59,9551.45,346838.58,86139.09,13.33,1.47,1006.78,5746.61,8.71,42537.05,1913.92,0,NA,NA
2019-04-07,"Boise","West",1.13,129689.04,58831.64,4613,3179.59,49385.14,9649.22,11823.04,18073.49,40378.29,379.86,1.57,1.3,1432.11,0,1263.33,1911.93,4.33,NA,NA
2019-04-07,"Boston","Northeast",1.25,906205.6,171063.15,30944.22,28596.49,10986.31,721224.82,2931.32,123623.66,47426.16,13.33,1.51,104.68,2243.05,0,12978.41,15618.08,0,NA,NA
2019-04-07,"Buffalo/Rochester","Northeast",1.1,215810.11,116117.34,13555.15,12916.52,9169.88,90211.1,311.79,37284.65,78826.02,6.67,1.26,398.71,239.92,0,4776.63,8139.89,0,NA,NA
2019-04-07,"Charlotte","Midsouth",0.85,424142.57,183596.55,15391.87,11085.62,168576.68,64848.52,7120.82,176464.65,7127.21,4.69,1.69,40.32,4216.84,49.09,11085.62,0,0,NA,NA
2019-04-07,"Chicago","Great Lakes",1.1,923686.29,217690.89,40747.9,33958.84,159006.38,492465.29,54523.73,124512.16,81413.14,11765.59,1.61,461.64,6327.42,0,33958.84,0,0,NA,NA
2019-04-07,"Cincinnati/Dayton","Great Lakes",0.97,303359.5,169143.05,8719.52,5424.36,51121.52,58088.56,25006.37,137459.38,30466.14,1217.53,1.66,156.73,3138.43,0,2085.19,3339.17,0,NA,NA
2019-04-07,"Columbus","Great Lakes",0.95,244693.08,131175.92,6028.3,4161.93,55547.64,53177.74,4791.78,91672.61,38788.55,714.76,1.6,355.53,1491.1,0,3046.85,1115.08,0,NA,NA
2019-04-07,"Dallas/Ft. Worth","South Central",0.73,1760481.73,773486.84,40248.53,31061.87,736487.63,226981.6,23525.66,558147.18,215256.92,82.74,1.22,7950.27,769.88,466.51,22348.54,8713.33,0,NA,NA
2019-04-07,"Denver","West",0.96,1206186.13,762238.96,37930.73,28257.09,200077.93,219910.36,23958.88,177443.75,584070.54,724.67,1.29,7739.91,1929.09,4.64,28236.46,20.63,0,NA,NA
2019-04-07,"Detroit","Great Lakes",0.97,616433.07,248351.76,13162.02,9928.29,87972.31,123012.24,157096.76,199381.78,30225.39,18744.59,1.51,369.03,2861.42,0,6519.2,3409.09,0,NA,NA
2019-04-07,"Grand Rapids","Great Lakes",0.98,319542.5,53682.68,9701.08,6329.72,6662.21,119402.84,139794.77,22313.14,6180.78,25188.76,1.24,22.06,3349.3,0,6256.13,73.59,0,NA,NA
2019-04-07,"Harrisburg/Scranton","Northeast",1.08,376168.33,127466.68,19777.56,18459.24,69106.1,178829.76,765.79,117204.17,10259.18,3.33,1.3,872.14,446.18,0,17207.05,1252.19,0,NA,NA
2019-04-07,"Hartford/Springfield","Northeast",1.44,378489.36,74266.16,15628.81,6111.11,8467.26,295043.21,712.73,60593.23,13662.93,10,1.88,686.53,8831.17,0,6108.03,3.08,0,NA,NA
2019-04-07,"Houston","South Central",0.74,1607610.59,780570.8,33407.62,23103.02,537574.46,173586.03,115879.3,245586.05,530457.58,4527.17,1.3,10249.57,55.03,0,23033.02,70,0,NA,NA
2019-04-07,"Indianapolis","Great Lakes",0.92,258181.13,120153.3,7065.04,5802.47,37787.67,92582.63,7657.53,96447.83,23327.5,377.97,1.57,240.47,1022.1,0,2548.69,3253.78,0,NA,NA
2019-04-07,"Jacksonville","Southeast",1.05,255557.45,146529.94,3018.72,2786.66,98735.17,9217.48,1074.86,50669.51,95843.76,16.67,1.33,80.58,148.82,2.66,2786.66,0,0,NA,NA
2019-04-07,"Las Vegas","West",0.82,464267.92,243973.86,18900.44,14970.48,90823.07,119214.85,10256.14,105046.56,138609.79,317.51,1.23,2051.57,1878.39,0,14960.12,10.36,0,NA,NA
2019-04-07,"Los Angeles","California",0.95,3801303.66,2207289.41,109694.32,61906.7,1051486.68,401907.7,140619.87,1932636.69,107538.18,167114.54,1.49,20692.04,27095.58,0,61500.21,406.49,0,NA,NA
2019-04-07,"Louisville","Midsouth",0.89,168374.61,107799.43,3453.99,2311.19,35408.87,24734.59,431.72,74047,33635.33,117.1,1.44,0,1142.8,0,1519.82,791.37,0,NA,NA
2019-04-07,"Miami/Ft. Lauderdale",NA,1.08,1064676.12,582878.9,10426.53,9252.22,436495.79,39636.66,5664.77,173329.31,409532.92,16.67,1.21,1158.11,16.2,0,9252.22,0,0,NA,NA
2019-04-07,"Nashville","Midsouth",0.82,340305.05,187962.09,5278.6,3689.72,142190.79,9371.86,780.31,138395.66,49553.93,12.5,1.51,50.56,1538.32,0,1798.78,1890.94,0,NA,NA
2019-04-07,"New Orleans/Mobile","South Central",0.83,417191.37,192091.75,2021.49,995.55,203829.83,19982.42,1287.37,138025.58,50282.84,3783.33,1.46,1025.94,0,0,995.55,0,0,NA,NA
2019-04-07,"New York","Northeast",1.37,1808178.92,671346.96,129753.53,65745.62,94585.73,1022383.9,19862.33,549739.69,121602.83,4.44,1.51,32887,31052.54,68.37,64066.48,1679.14,0,NA,NA
2019-04-07,"Northern New England","Northeast",1,829872.41,58048.36,27504.45,22641.88,12359,759050.02,415.03,28369.04,29672.65,6.67,1.38,0,4862.57,0,16086.41,6555.47,0,NA,NA
2019-04-07,"Orlando","Southeast",1.04,565077.04,279541.21,8998.34,8871.1,262675.61,18727.22,4133,143225.21,136264.74,51.26,1.25,120.49,6.75,0,8871.1,0,0,NA,NA
2019-04-07,"Philadelphia","Northeast",1.17,622339.2,203573.69,37636.03,26614.42,69256.45,345667.44,3841.62,171731.24,31822.45,20,1.36,5151.26,5870.35,0,25617.38,997.04,0,NA,NA
2019-04-07,"Phoenix/Tucson","West",0.73,1490234.75,606292.69,37979.18,30932.41,569577.7,293949.27,20415.09,238711.48,367581.21,0,1.17,3264.02,3782.75,0,30836.77,95.64,0,NA,NA
2019-04-07,"Pittsburgh","Northeast",0.91,201451.19,110952.42,10718.31,9707.34,58206.68,29423.82,2868.27,43264.31,67688.11,0,1.43,1000.06,10.91,0,9707.34,0,0,NA,NA
2019-04-07,"Portland","West",1.01,881530.41,412211.55,52726.9,37363.98,88624.7,358255.77,22438.39,120559.51,290466.66,1185.38,1.52,708.81,14654.11,0,5958.84,31387.65,17.49,NA,NA
2019-04-07,"Raleigh/Greensboro","Midsouth",0.8,566937.72,233084.8,15631.04,10862.05,242273.14,82755.46,8824.32,220543.24,12524.89,16.67,2,72.97,4644.01,52.01,10807.01,55.04,0,NA,NA
2019-04-07,"Richmond/Norfolk","Midsouth",0.8,413895.95,184356.65,15869.55,13069.93,132141.19,95307.13,2090.98,146319.79,38012.47,24.39,1.42,42.5,2742.64,14.48,10910.58,2159.35,0,NA,NA
2019-04-07,"Roanoke","Midsouth",0.86,263265.03,131764.67,8939.91,6794.69,86547.75,44800.83,151.78,92429.23,39258.77,76.67,1.46,108.19,2037.03,0,4502.86,2291.83,0,NA,NA
2019-04-07,"Sacramento","California",0.92,637918.37,109628.47,12962.94,6775.27,134023.38,389666.57,4599.95,94431.64,10889.58,4307.25,1.61,2429.2,3758.47,0,6775.27,0,0,NA,NA
2019-04-07,"San Diego","California",1.01,653109.2,332245.85,20870.73,6082.24,134615.1,163901.1,22347.15,285613.59,45048.93,1583.33,1.64,4828.96,9959.53,0,6040.35,41.89,0,NA,NA
2019-04-07,"San Francisco","California",0.97,1236733.27,196991.67,32598.88,13341.79,280848.03,747139.23,11754.34,185603.29,7283.51,4104.87,1.92,11073.35,8183.74,0,13341.79,0,0,NA,NA
2019-04-07,"Seattle","West",1.2,696265.73,398311.87,65053.55,42277.19,118191.01,178139.84,1623.01,129265.37,268795.2,251.3,1.81,1134.81,21641.55,0,3678.84,38595.43,2.92,NA,NA
2019-04-07,"South Carolina","Midsouth",0.97,570790.87,243069.83,18699.87,14549.28,275138.42,49714.21,2868.41,197884.66,41803.69,3381.48,1.5,126.02,3984.56,40.01,12322.11,2227.17,0,NA,NA
2019-04-07,"Spokane","West",1.08,126939.01,70373.13,6976.43,4092.53,27622.99,28860.13,82.76,22083.7,48272.4,17.03,1.67,271.53,2612.37,0,1199.63,2892.9,0,NA,NA
2019-04-07,"St. Louis","Plains",1.15,211362.1,103087.52,13655.18,2934.39,94682.15,12862.57,729.86,66297.8,36783.05,6.67,1.78,8687.97,2032.82,0,2923.28,11.11,0,NA,NA
2019-04-07,"Syracuse","Northeast",1.18,107227.55,37950.35,6019.23,5705.59,3988.41,65162.51,126.28,13835.62,24108.06,6.67,1.24,95.2,218.44,0,2066.51,3639.08,0,NA,NA
2019-04-07,"Tampa","Southeast",1.04,615350.78,304415.1,6465.65,6372.22,285020.41,22198.84,3716.43,160355.16,144013.93,46.01,1.26,93.43,0,0,6372.22,0,0,NA,NA
2019-04-07,"West Tex/New Mexico","West",0.82,1101706.15,394456.23,27853.74,23434.85,511822.57,119884.07,75543.28,254116.58,140319.65,20,1.35,1692.82,1464.71,1261.36,22649.58,785.27,0,NA,NA
2019-04-14,"Albany","Northeast",1.39,101624.43,13632.39,4825.59,2634.68,4283.86,83452.75,255.43,8295.76,5329.96,6.67,1.55,1327.08,863.83,0,2618.45,16.23,0,NA,NA
2019-04-14,"Atlanta","Southeast",1.02,797341.77,444587.16,11216.6,6879.37,321594.22,28223.85,2936.54,331586.95,100701.17,12299.04,1.48,155.51,4181.72,0,6044.05,835.32,0,NA,NA
2019-04-14,"Baltimore/Washington","Midsouth",1.25,983207.43,314757.19,36253.19,29136.58,114560.84,546430.15,7459.25,247648.53,67101.99,6.67,1.65,1210.66,5903.46,2.49,27388.06,1748.52,0,NA,NA
2019-04-14,"Boise","West",1.29,111053.29,47823.95,4491.44,3161.28,47116.88,6431.92,9680.54,26537.22,21124.63,162.1,1.71,0,1330.16,0,1437.96,1723.32,0,NA,NA
2019-04-14,"Boston","Northeast",1.08,1038055.28,149602.46,30583.27,27600.01,13578.8,872269,2605.02,103992.96,45606.17,3.33,1.68,50,2933.26,0,11584.18,16015.83,0,NA,NA
2019-04-14,"Buffalo/Rochester","Northeast",1.3,194801.73,98924.59,13037.68,12260.42,8142.48,87426.55,308.11,46914.86,52003.06,6.67,1.55,454.17,323.09,0,3476.97,8783.45,0,NA,NA
2019-04-14,"Charlotte","Midsouth",1.32,270791.87,116000.63,12314.92,8616.18,106639.23,43259.58,4892.43,108671.24,7311.96,17.43,1.78,114.74,3544.67,39.33,8602.85,13.33,0,NA,NA
2019-04-14,"Chicago","Great Lakes",1.52,621756.75,194905.92,44004.98,36945.39,113433.47,285587.63,27829.73,120275.82,73496.75,1133.35,1.71,603.51,6456.08,0,36945.39,0,0,NA,NA
2019-04-14,"Cincinnati/Dayton","Great Lakes",0.88,269933.19,147155.75,8192.14,4132.65,73407.7,29909.78,19459.96,109292.33,35129.71,2733.71,1.31,167.14,3892.35,0,1743.22,2389.43,0,NA,NA
2019-04-14,"Columbus","Great Lakes",0.85,300303.1,193393.57,5256.32,3075.82,75765.03,27609.8,3534.7,162108.77,31261.05,23.75,1.45,434.67,1745.83,0,2485.89,589.93,0,NA,NA
2019-04-14,"Dallas/Ft. Worth","South Central",0.83,1691329.08,722931.02,44325.9,31880.99,663973.75,282560.89,21863.42,447265.44,275513.51,152.07,1.17,10534.2,1051.61,859.1,19717.66,12163.33,0,NA,NA
2019-04-14,"Denver","West",0.88,1078733.45,568815.02,69540.65,55881.43,215213.1,276301.45,18403.88,197727.43,370260.89,826.7,1.33,11676.04,1983.18,0,55823.64,57.79,0,NA,NA
2019-04-14,"Detroit","Great Lakes",0.92,667028.43,398296.82,11357.22,7226.24,158602.08,59632.08,50497.45,347001.75,44822.83,6472.24,1.33,524.85,3505.94,0,6825.42,400.82,0,NA,NA
2019-04-14,"Grand Rapids","Great Lakes",1.47,177550.78,48713.88,12833.19,8054.09,6999.48,70103.14,51734.28,33259.49,6179.77,9274.62,1.26,69.55,4709.55,0,8047.37,6.72,0,NA,NA
